day,Eggs,Larvae,Pupae,Adults,Zero Locations
184,5533313.130485,340068.641315,205270.726307,315357,8900
185,5863780.356686,344932.276143,194811.613056,307001,9359
186,6067191.426882,347750.192312,181805.076095,297476,9936
187,5832353.936930,342393.768981,170303.067476,288529,10576
188,5720974.185409,338496.515730,161861.351880,277873,11385
189,5471677.185971,330038.161805,149739.032714,267424,12066
190,5248079.466998,325454.254083,146197.274581,256798,13016
191,5194051.143484,323865.141189,145929.714561,246506,13925
192,5284687.794355,327255.142254,150492.243467,237693,14711
193,5232422.210446,324772.785003,154233.687362,231030,15474
194,5092974.309422,323468.896667,160600.273383,225098,16199
195,5026393.761230,319579.734607,163212.503831,220792,16703
196,4855145.190110,317723.358061,166585.909468,218028,17027
197,4478128.098772,311444.438138,168537.917226,215822,17217
198,4402772.247773,305677.929990,165298.514310,214522,17601
199,4298840.898494,300686.231391,156797.066780,212977,17708
200,4185348.332660,297499.467081,154010.696554,209956,17914
201,4241647.054376,299497.996501,156274.096150,207125,18301
202,4011011.800965,297235.986170,164128.532619,205572,18520
203,4009041.183572,295919.792947,167925.678516,204778,18649
204,3815180.581988,293597.803860,178509.589709,204904,18577
205,4000900.368835,292577.092495,180078.649469,205509,18492
206,3813139.472462,296137.170126,196186.529588,207131,18246
207,3926542.617091,296589.465039,202918.271806,211240,17744
208,3967764.187649,297915.982235,202217.123749,215578,17231
209,4114705.403608,298924.093759,193336.994356,219381,16791
210,4333417.553409,304482.973123,193511.393657,221297,16545
211,4458841.391066,309508.670509,195581.474142,222510,16550
212,4516279.511019,312406.665965,199687.423554,224734,16301
213,4308788.318092,308700.423437,200463.228046,227088,16060
214,4090008.363313,301725.555698,193200.600882,229573,15906
215,3900628.241531,297042.810239,193092.912142,230408,15778
216,4070721.300002,300731.886142,199097.879187,230688,15745
217,4013699.205586,301185.652125,203065.455361,233037,15459
218,4112983.522395,302495.733109,201900.897242,234928,15104
219,4192579.644696,305413.213044,204751.716760,236469,14996
220,4153159.931418,305753.858362,208701.207658,237937,15009
221,4134466.137270,307285.592928,221347.620717,240092,14658
222,4402771.208833,313344.124487,227086.335005,244258,14240
223,4488143.178051,312708.001728,214995.364241,248955,13863
224,4414298.216617,313698.634575,218573.250634,251023,13625
225,4718876.366056,321031.349426,227975.934211,252981,13378
226,4720090.656381,322977.434117,234533.120258,255679,13106
227,4697612.472268,326247.294968,251326.159897,259558,12836
228,4646592.802427,324051.610312,260429.894274,266208,12372
229,4680428.699766,327438.107346,277247.806505,272709,11903
230,4763048.374688,334242.978499,318723.366471,280722,11268
231,4834131.966779,334375.441495,328757.987802,294787,10166
232,4992984.953759,336081.848511,323872.128492,307728,9476
233,5200723.737174,342013.480204,326083.593447,319583,8750
234,5256378.840822,342417.952602,313652.305368,329748,8191
235,5245183.295493,341084.793505,296002.680548,336064,7851
236,5489679.395952,345271.308588,286922.228605,339208,7631
237,5750929.818056,348776.270804,266490.518250,340004,7672
238,5606987.803199,350934.485152,272300.844127,337965,7729
239,5671407.557188,353436.877331,281436.699507,337171,7702
240,5460872.165729,350130.724389,287338.980124,339059,7643
241,5209028.579561,343205.367221,283201.319077,341083,7647
242,5031502.961491,338276.984549,278326.771478,342794,7608
243,5300047.126411,344677.688666,288365.185412,342486,7536
244,5524803.945840,353591.756076,318400.249066,343563,7531
245,5170335.282222,346779.075350,328279.375530,349845,7119
246,5147600.347722,342702.422868,319560.838898,356161,6746
247,5450016.656031,347292.334973,312069.959529,360640,6591
248,5700252.376804,355496.050299,319962.323264,363412,6573
249,5755843.831482,362017.300275,362502.091310,366593,6481
250,6004324.139453,365098.762465,369496.983398,375490,6225
251,5866535.102910,361979.427266,361437.170884,385863,5816
252,6022092.627486,364939.134581,364031.130937,392966,5451
253,6321426.802228,375106.173900,408146.568509,399816,5268
254,6335476.159337,376820.041763,429320.864494,412608,4934
255,5963256.583652,370064.127248,436280.446803,427582,4451
256,6355453.577478,370970.499050,404391.568469,440213,4107
257,6695665.092947,377729.505115,382745.506853,446915,3962
258,6910522.685285,383319.024423,369935.806298,450039,3876
259,7154387.120018,386897.440839,351142.628631,451148,3859
260,7428511.270218,388325.354786,317084.072173,447272,3996
261,7769828.763377,392379.624571,283660.565590,439525,4099
262,7631827.186801,393682.906180,276670.136462,428270,4451
263,7562950.270418,393082.458479,277112.102634,416714,4801
264,7259419.050791,387921.381465,273310.338006,406955,5106
265,6976878.206567,383083.907235,282137.281538,397592,5432
266,6966683.203582,383796.206611,295383.446026,392210,5625
267,6632997.066572,376831.612534,295033.584111,388337,5685
268,6787804.314540,380941.183700,324608.438991,384675,5769
269,7161639.336168,385735.375459,355780.140392,385698,5610
270,7116737.975072,390625.899268,379832.777448,391761,5501
271,6795825.008539,387190.616071,405013.501141,401465,5214
272,7124906.470794,388376.028289,402168.402368,413258,4777
273,7213304.405863,391860.857162,407048.045101,423188,4432
274,7488119.970160,397552.141799,417134.930850,432268,4247
275,7705636.644477,403007.743028,427291.686744,441955,4001
276,7806293.006536,404902.044379,428663.682774,451988,3774
277,7535169.681589,403032.640254,447851.227205,460966,3483
278,7335050.041344,400868.275533,474401.121410,472960,3196
279,7515697.877010,403872.662744,502072.639138,487271,3016
280,7618385.219324,404707.437774,507163.417666,505079,2791
281,7725991.035515,406414.047241,515628.189885,519308,2552
282,8183004.245182,413753.364716,510037.080415,533902,2375
283,8690339.983471,420882.344107,489425.173592,545789,2124
284,9015643.085910,427226.517071,482064.804848,553005,2152
285,8598078.999014,420743.329822,455217.542051,558030,2111
286,8001384.167484,410612.334184,432847.413532,558968,2084
287,8446994.380413,413591.988930,401898.907790,555129,2144
288,8719387.825018,418842.110252,382438.631766,547683,2212
289,9093843.500483,422682.665339,364940.119373,536918,2414
290,9032208.555383,426239.049149,368270.737518,526238,2482
291,8586826.030396,419437.506696,361795.020136,516381,2617
292,8315084.487595,414920.454392,372244.476393,507877,2763
293,8371435.533582,414120.353674,370180.566130,501650,2812
294,8055551.013278,412955.562545,407160.915494,495920,2968
295,8193177.893525,419333.847216,485437.364758,496554,2910
296,7690408.636372,412924.041205,554828.906806,508780,2711
297,7399640.883894,404186.317579,568584.476805,531245,2400
298,7963408.266694,410306.198341,562245.111012,551761,2078
299,8517592.969761,418675.667179,534795.015232,569602,1896
300,8945052.530714,427278.588534,523566.061183,580786,1781
301,9254996.996725,430678.599498,486343.937968,588567,1740
302,9380678.268882,430437.241557,439452.304852,589816,1746
303,9516191.116298,434955.154088,420010.747247,584220,1762
304,9063073.381642,433588.675097,460075.443700,575042,1913
305,8896437.452792,430467.730281,490494.655243,574849,1929
306,8388152.590306,426429.941271,554918.297056,578735,1831
307,8825203.429575,431039.377914,598311.324362,591928,1633
308,8647920.359398,428999.904090,628971.228852,610259,1493
309,9199123.483828,436777.366018,676225.006960,629738,1373
310,9719618.967337,444370.885715,667745.207823,655205,1200
311,9557409.631297,441087.939353,615829.393299,675938,1090
312,10233775.687843,449982.681691,599395.678391,686060,1005
313,9928099.877386,447688.483136,570252.530674,693293,993
314,9388755.124617,438060.066501,517514.643460,694516,940
315,9077599.040132,435269.344542,518414.581198,686942,1044
316,9822638.392003,443043.803695,499457.421113,681229,1106
317,9301991.941190,436775.913489,480501.062462,672587,1081
318,8833759.524574,428193.315399,458953.527001,663160,1160
319,9331514.685841,428476.061463,393912.502932,650508,1248
320,9544340.490581,428945.186162,341318.725935,629009,1408
321,10568620.340336,446721.732563,348502.841125,601987,1635
322,10422671.418284,447776.320401,349098.588618,580069,1853
323,9730050.523788,438277.763659,340159.505841,560634,2017
324,9187623.586834,430030.108605,346576.800925,542668,2333
325,9180782.940243,427589.722671,350298.309588,527892,2523
326,9549526.237192,436880.275884,405954.192007,515188,2653
327,9382967.283989,436247.305446,445065.695507,513499,2571
328,8898698.006697,428648.773040,467338.209700,517244,2568
329,8984191.479069,427883.637478,469858.249698,524549,2501
330,8910785.668124,428731.687612,491428.908577,531889,2354
331,9034009.522038,432322.685986,530536.007279,540135,2206
332,9038647.242879,432040.402296,549638.619474,553833,2085
333,9198570.783292,433240.981967,545568.936996,569235,1939
334,9454008.853696,437883.309462,550867.218380,581813,1766
335,9582497.924767,439007.870503,530324.955858,593508,1662
336,9464123.570281,437752.477871,515506.913128,600585,1619
337,9382243.905966,434339.799820,478961.067069,604755,1566
338,9346747.131695,433958.294656,458139.265897,602224,1533
339,9461689.148803,434036.512744,426256.427594,596086,1615
340,9508722.454305,430641.855059,381786.350813,587202,1735
341,10345509.146066,441623.912702,368047.534474,571495,1881
342,10935981.794732,454250.194012,376162.918811,555361,2066
343,10793453.418303,454308.101337,379379.419711,543715,2252
344,10729505.765372,455504.654301,410227.640121,533896,2386
345,10451422.501450,450425.313355,417703.096536,530058,2358
346,9432614.203785,441261.403015,459793.696164,528236,2407
347,9061914.049492,436499.102911,524510.191397,532871,2399
348,8604440.527021,427080.442698,544764.562646,546819,2208
349,8538780.622806,422901.425178,533236.640484,561145,1972
350,8609319.310184,424105.558940,538250.149835,573368,1858
351,8833974.574732,426433.909311,518622.562978,584509,1760
352,9018914.931601,427636.792065,486614.709180,591606,1602
353,9300673.721431,429823.505568,450046.629676,591254,1689
354,9872103.416827,438237.902967,428644.999674,585876,1709
355,10022629.776701,443450.753404,423311.707088,577755,1807
356,9767724.311530,443576.256324,444488.851210,571433,1874
357,9734363.615192,440928.848351,449269.958833,568139,1906
358,9218411.343529,433144.803496,443680.557514,565899,1944
359,9260543.278991,431140.810676,429882.411253,563108,2039
360,9302716.055072,428429.045325,393105.078864,558207,2076
361,9819015.884741,433474.335485,368620.153937,548319,2075
362,10425860.603115,445812.075052,376054.858881,535404,2316
363,9948347.044866,442330.718454,377486.745464,526557,2459
364,9552966.275783,436670.278111,383233.487005,518743,2567
365,9353335.215437,431841.900276,388540.726121,511978,2645
366,9106980.711510,430136.777832,406779.651002,507729,2766
367,8963706.147575,429621.631981,443387.790869,506108,2727
368,9262040.781826,433433.535111,485294.776412,510464,2650
369,9446728.378766,435413.996490,496349.660603,520772,2518
370,9152550.467117,432798.883693,500306.075836,532554,2348
371,9170978.577069,430365.980217,479353.730390,542825,2237
372,9187353.867050,429122.939356,450161.943272,548912,2115
373,9545327.953493,434039.375281,439669.919544,548723,2125
374,9462431.893756,435677.716982,436719.532147,547903,2162
375,9313921.206230,430788.838799,405371.296532,547054,2155
376,9285841.986364,428007.557717,382171.546618,541121,2233
377,9359638.314030,429717.232546,377785.367432,531296,2344
378,9353676.522803,431405.561515,378973.552251,523054,2486
379,9195326.271439,427195.184708,367432.560530,515590,2577
380,9624633.756668,430748.816338,350970.061893,506267,2708
381,10098437.122390,437281.594778,345949.409876,495942,2994
382,10289064.829774,443776.842299,354592.293129,486418,3133
383,10420763.372266,444652.889618,346683.098704,479248,3207
384,10561664.792208,445149.044253,341487.647711,471111,3403
385,10537941.544115,446357.180479,351649.810911,464015,3619
386,9810777.607060,443064.131287,398307.380594,459415,3583
387,9236786.463545,434478.229334,430201.493155,463111,3565
388,8788610.693541,426597.559729,452383.987691,472059,3257
389,8817094.505546,422616.157184,449069.277901,481339,3063
390,8673513.122845,422691.124508,455820.181880,489961,3006
391,9031912.718637,423093.491228,412082.923110,498631,2813
392,9420052.538929,429231.657784,391252.781129,499057,2835
393,9913449.343903,432753.328968,354313.221230,495584,2838
394,9494759.317875,430823.386547,335925.030181,486924,3107
395,9420932.357560,428383.550772,320280.123481,477836,3254
396,9376992.553570,428808.268500,323269.680084,466834,3432
397,9011629.776317,426280.196431,346152.574817,457777,3575
398,8316998.443551,420447.538803,401043.517877,454602,3674
399,7784533.272599,406067.999791,395526.237451,459292,3586
400,7758119.786046,402849.419261,385205.834542,461796,3508
401,8416618.913187,411861.437563,389364.358907,462414,3584
402,8853111.187986,422307.715879,406489.311312,464054,3392
403,8597350.282573,419911.438478,410631.077480,468630,3390
404,8481013.147419,416895.121631,407688.123923,473263,3332
405,8908430.245721,419917.682406,383448.870873,476107,3297
406,8585010.098595,418231.859969,379697.216218,475595,3249
407,9149684.626630,426132.990918,390205.222667,473427,3248
408,9612631.533585,432826.996265,390736.551606,473723,3232
409,9298274.572151,430134.159109,392602.778688,474798,3316
410,9167436.031310,429055.910800,399785.206984,475611,3273
411,8872543.733487,424345.600577,392840.521463,477578,3253
412,8689347.853649,419616.481818,387488.616709,477461,3210
413,8617266.682409,420186.413986,399469.348072,477469,3238
414,8781213.474554,423255.719957,414725.774212,479435,3105
415,8567199.412801,421152.261619,424035.848340,483515,3133
416,8374803.750766,416202.698844,418211.430338,488583,3075
417,8360047.874456,414049.933108,399570.570308,492217,3062
418,8361596.325269,411376.582304,368515.813959,492242,2969
419,8831069.580385,418474.830793,352103.433463,486551,3069
420,9367985.523995,422627.765077,330727.595780,478502,3246
421,9370884.255466,428043.749695,330145.416262,469173,3443
422,9176613.068396,426531.005148,337257.591463,460712,3534
423,8551337.877638,415999.185870,324704.009308,454659,3672
424,8179539.667986,410371.602274,333343.624650,447472,3857
425,8200862.731972,408224.981880,339208.378679,441959,3978
426,7863349.472356,407205.839388,364469.623801,439304,4080
427,8273243.810423,412670.668161,390788.158083,440554,4003
428,8053968.168055,411449.434280,413975.939922,445664,3948
429,7993889.351711,410427.093536,429428.061096,453566,3770
430,7597674.703335,406221.020281,463578.479718,462299,3538
431,7725255.185785,404645.711559,461496.214710,476114,3281
432,7991109.162712,408729.734627,466592.118405,487040,3142
433,8543992.085136,414318.086100,442190.262536,497791,2891
434,8580942.011961,416317.293943,408105.926907,502990,2821
435,8613687.762599,417341.524669,383961.952739,502228,2733
436,8675562.196682,415801.885358,351397.538323,498283,2868
437,8277349.070097,410293.082877,335023.593248,489864,2972
438,8477358.813265,410579.361169,315916.005197,479443,3183
439,8410379.900735,409757.054036,303033.894862,467039,3454
440,8365700.142780,407181.707615,292785.152983,455106,3791
441,8331734.162654,410078.773097,310197.149972,442970,3911
442,7971999.110496,404716.769394,309883.682357,434650,4124
443,7609761.106415,398956.112733,318428.708776,427799,4382
444,7775549.069703,398494.474474,314790.479444,423171,4369
445,7572793.081875,398025.278124,325597.670936,418378,4618
446,7472244.879280,397593.984864,344507.965172,415076,4616
447,7199627.369187,393205.483265,358019.678899,416808,4602
448,6832590.894428,382542.943748,336761.704750,420169,4399
449,7046531.215423,382172.876917,317216.746547,419037,4503
450,7642903.072160,394981.392963,319573.567000,414797,4711
451,7609959.610450,397240.542216,326384.132118,411862,4900
452,7165588.212825,390838.852183,333201.569437,410304,4811
453,7354014.816487,390326.535222,330024.765046,409797,4767
454,7210658.148844,392589.651477,352031.071438,409040,4971
455,7138233.362527,391477.869808,364854.846802,411647,4766
456,6621700.774027,383092.402969,375418.291034,416907,4602
457,7178687.149575,384558.444785,349405.136913,421232,4480
458,7247643.259488,390001.583321,348303.203018,421824,4534
459,7519145.863082,393256.430278,338067.214444,421413,4445
460,7198820.351683,388551.827939,323897.832643,420626,4439
461,7324795.978260,386574.362318,305078.945254,417434,4554
462,7641274.786480,394351.473140,307673.996272,411038,4750
463,7381896.328303,393051.431992,311042.773737,406968,4921
464,7246630.613280,391251.083410,320662.016651,403146,5023
465,7039008.322000,384644.078318,307649.084204,402675,5023
466,6970061.843735,382658.456844,307123.836766,399020,5113
467,7176411.824186,388859.461450,321997.145636,396732,5232
468,7055257.215396,387898.365833,332059.379231,396280,5245
469,6871747.373826,385588.634330,344377.967852,397575,5234
470,6750633.478719,383016.273053,355792.789217,400804,5261
471,6809658.368045,383694.835833,362620.806545,404793,4961
472,6937675.476360,385885.108059,370692.017396,410159,4891
473,7081601.860471,387166.165872,366692.165409,415741,4616
474,7124601.021067,386610.431184,347575.663799,420159,4590
475,7117325.180318,387033.657982,331703.360977,420742,4507
476,7151816.054392,387317.020628,323211.361841,419505,4532
477,6842082.853557,381638.294011,309133.335277,417021,4518
478,6428416.495747,374500.723678,307136.742206,412671,4663
479,6553262.556320,374573.619672,302982.269074,407796,4832
480,6603215.254155,373990.132588,293022.769880,403411,5094
481,6977492.728644,382203.089657,305468.574803,397380,5261
482,6941103.736855,381312.789952,296366.375813,394743,5321
483,6576555.261117,374402.031624,284305.060068,390574,5361
484,6594281.664287,371027.859628,271944.041169,385242,5585
485,6497750.176199,368773.384290,257258.136347,378885,5918
486,6510957.094706,364965.960081,232764.438806,370407,6195
487,6284543.913761,361347.607121,219298.932357,359523,6734
488,6713473.180280,364576.268730,203586.806947,348458,7086
489,6630400.683163,364832.579494,194628.250104,335576,7743
490,6328804.089924,354032.739450,173462.357528,323512,8327
491,6427809.560282,351308.508339,154674.355400,309099,9106
492,6048625.704683,345037.021711,147541.955433,294243,10074
493,5700986.487132,340448.913667,152619.752699,280250,11021
494,5386962.963565,335478.034970,161223.814388,268334,11854
495,5098942.767416,328196.904693,165044.082991,258843,12729
496,4872975.349666,326040.245195,179760.176645,251924,13355
497,4687174.896238,327293.161801,212660.100498,247586,13833
498,4535526.345799,327778.040590,256529.403720,249246,13770
499,4423704.438078,324588.219867,285474.380017,257915,12990
500,4645014.043891,329225.599291,309051.483325,269484,11894
501,4686936.347471,330818.902053,322577.314312,283502,10806
502,4663947.483195,330041.468243,328242.853967,297578,9960
503,4823124.017760,333459.083502,327392.858455,311046,9123
504,4940799.700921,332855.690788,308303.626093,323023,8486
505,5186299.450316,336341.677339,285583.010114,329068,8165
506,5431830.427820,343258.557418,274736.113581,331811,8062
507,5681791.139621,348836.108151,264649.311167,332234,7950
508,5624630.806764,346786.239673,247641.816848,330840,7942
509,5640941.196991,347877.687424,245386.231916,327142,8257
510,5737438.990019,352232.965810,251632.289754,324009,8372
511,5336399.515337,344584.100666,252994.990587,322682,8555
512,5109938.729690,336682.613146,247610.701806,320752,8597
513,5291457.636923,337445.794882,239724.865692,318163,8695
514,5452875.576139,346170.754287,255310.545090,315194,8717
515,5516941.906325,348217.290111,262975.725445,315039,8779
